Source Name	Comment [GEO_sample]	Comment [ENA_SAMPLE]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Characteristics [strain]	Characteristics[sex]	Characteristics [age]	Unit[time unit]	Characteristics[organism part]	Characteristics [cell type]	Characteristics [FACS marker]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[single cell isolation]	Comment[input molecule]	Comment[library construction]	Comment[end bias]	Comment[primer]	Comment[spike in]	Comment[spike in dilution]	Comment[LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment[technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue[single cell identifier]	FactorValue [cell type]
HSPC_055	GSM2166475 1	SRS1454034	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_055	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166475 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166475	HSPC_055	SRX1783044	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556318	SRR3556318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3556318/SRR3556318.fastq.gz	HSPC_055	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_055	GSM2168401 1	SRS1455953	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_055	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168401 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168401	HSPC_055	SRX1784964	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558238	SRR3558238	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3558238/SRR3558238.fastq.gz	HSPC_055	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_056	GSM2166476 1	SRS1454035	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_056	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166476 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166476	HSPC_056	SRX1783045	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556319	SRR3556319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3556319/SRR3556319.fastq.gz	HSPC_056	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_056	GSM2168402 1	SRS1455955	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_056	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168402 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168402	HSPC_056	SRX1784965	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558239	SRR3558239	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3558239/SRR3558239.fastq.gz	HSPC_056	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_057	GSM2166477 1	SRS1454036	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_057	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166477 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166477	HSPC_057	SRX1783046	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556320	SRR3556320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3556320/SRR3556320.fastq.gz	HSPC_057	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_057	GSM2168403 1	SRS1455956	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_057	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168403 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168403	HSPC_057	SRX1784966	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558240	SRR3558240	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3558240/SRR3558240.fastq.gz	HSPC_057	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_058	GSM2166478 1	SRS1454037	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_058	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166478 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166478	HSPC_058	SRX1783047	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556321	SRR3556321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3556321/SRR3556321.fastq.gz	HSPC_058	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_058	GSM2168404 1	SRS1455958	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_058	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168404 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168404	HSPC_058	SRX1784967	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558241	SRR3558241	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3558241/SRR3558241.fastq.gz	HSPC_058	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_059	GSM2166479 1	SRS1454038	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_059	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166479 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166479	HSPC_059	SRX1783048	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556322	SRR3556322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3556322/SRR3556322.fastq.gz	HSPC_059	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_059	GSM2168405 1	SRS1455957	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_059	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168405 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168405	HSPC_059	SRX1784968	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558242	SRR3558242	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3558242/SRR3558242.fastq.gz	HSPC_059	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_060	GSM2166480 1	SRS1454039	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_060	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166480 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166480	HSPC_060	SRX1783049	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556323	SRR3556323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3556323/SRR3556323.fastq.gz	HSPC_060	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_060	GSM2168406 1	SRS1455959	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_060	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168406 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168406	HSPC_060	SRX1784969	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558243	SRR3558243	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3558243/SRR3558243.fastq.gz	HSPC_060	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_061	GSM2166481 1	SRS1454040	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_061	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166481 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166481	HSPC_061	SRX1783050	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556324	SRR3556324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3556324/SRR3556324.fastq.gz	HSPC_061	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_061	GSM2168407 1	SRS1455960	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_061	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168407 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168407	HSPC_061	SRX1784970	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558244	SRR3558244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3558244/SRR3558244.fastq.gz	HSPC_061	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_062	GSM2166482 1	SRS1454041	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_062	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166482 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166482	HSPC_062	SRX1783051	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556325	SRR3556325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3556325/SRR3556325.fastq.gz	HSPC_062	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_062	GSM2168408 1	SRS1455961	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_062	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168408 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168408	HSPC_062	SRX1784971	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558245	SRR3558245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3558245/SRR3558245.fastq.gz	HSPC_062	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_063	GSM2166483 1	SRS1454042	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_063	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166483 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166483	HSPC_063	SRX1783052	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556326	SRR3556326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3556326/SRR3556326.fastq.gz	HSPC_063	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_063	GSM2168409 1	SRS1455965	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_063	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168409 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168409	HSPC_063	SRX1784972	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558246	SRR3558246	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3558246/SRR3558246.fastq.gz	HSPC_063	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_064	GSM2166484 1	SRS1454043	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_064	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166484 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166484	HSPC_064	SRX1783053	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556327	SRR3556327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3556327/SRR3556327.fastq.gz	HSPC_064	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_064	GSM2168410 1	SRS1455962	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_064	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168410 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168410	HSPC_064	SRX1784973	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558247	SRR3558247	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3558247/SRR3558247.fastq.gz	HSPC_064	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_065	GSM2166485 1	SRS1454044	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_065	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166485 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166485	HSPC_065	SRX1783054	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556328	SRR3556328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3556328/SRR3556328.fastq.gz	HSPC_065	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_065	GSM2168411 1	SRS1455963	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_065	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168411 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168411	HSPC_065	SRX1784974	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558248	SRR3558248	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3558248/SRR3558248.fastq.gz	HSPC_065	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_066	GSM2166486 1	SRS1454045	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_066	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166486 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166486	HSPC_066	SRX1783055	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556329	SRR3556329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3556329/SRR3556329.fastq.gz	HSPC_066	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_066	GSM2168412 1	SRS1455964	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_066	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168412 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168412	HSPC_066	SRX1784975	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558249	SRR3558249	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3558249/SRR3558249.fastq.gz	HSPC_066	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_067	GSM2166487 1	SRS1454046	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_067	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166487 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166487	HSPC_067	SRX1783056	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556330	SRR3556330	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3556330/SRR3556330.fastq.gz	HSPC_067	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_067	GSM2168413 1	SRS1455966	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_067	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168413 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168413	HSPC_067	SRX1784976	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558250	SRR3558250	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3558250/SRR3558250.fastq.gz	HSPC_067	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_068	GSM2166488 1	SRS1454047	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_068	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166488 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166488	HSPC_068	SRX1783057	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556331	SRR3556331	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3556331/SRR3556331.fastq.gz	HSPC_068	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_068	GSM2168414 1	SRS1455968	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_068	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168414 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168414	HSPC_068	SRX1784977	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558251	SRR3558251	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3558251/SRR3558251.fastq.gz	HSPC_068	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_069	GSM2166489 1	SRS1454048	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_069	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2166489 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2166489	HSPC_069	SRX1783058	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3556332	SRR3556332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3556332/SRR3556332.fastq.gz	HSPC_069	hematopoietic stem cell and hematopoietic multipotent progenitor cell
HSPC_069	GSM2168415 1	SRS1455967	single cell RNA-Seq	Bone Marrow	Haematopoietic stem cell/multipotent progenitor HSPC_Rep_069	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	hematopoietic stem cell and hematopoietic multipotent progenitor cell	Lin- Sca1+ c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2168415 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2168415	HSPC_069	SRX1784978	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3558252	SRR3558252	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3558252/SRR3558252.fastq.gz	HSPC_069	hematopoietic stem cell and hematopoietic multipotent progenitor cell
